review_id,debate_section_id,question_date,to_minister_or_department,answer_status,grouped_answer,referred_or_direct_reply,embedded_table_count,section_heading,answer_text,source_xml_url,human_topic_tags_json,human_answer_characteristics_json,human_missing_topic_notes,reviewer_notes
WPQG076,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-21/writtens/dbsect_711,2026-04-21,Health,ministerial_reply_present,False,True,0,Disability Issues,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-21/writtens/mul@/dbsect_711.xml,,,,
WPQG077,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-22/writtens/dbsect_173,2026-04-22,Agriculture,unresolved_structure,False,False,0,Forestry Sector,,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-22/writtens/mul@/dbsect_173.xml,,,,
WPQG078,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-28/writtens/dbsect_594,2026-04-28,Justice,ministerial_reply_present,True,False,0,Family Law Cases,"Minister for Justice, Home Affairs and Migration I propose to take Questions Nos. 843, 844 and 845 together. As part of the Family Justice Strategy, my Department undertook both a public consultation and independent research on the topic of parental alienation. The findings of both were analysed, and arising from this, Departmental officials developed a policy paper on how to address the issue. Both the paper and the report recognise that parental alienation is a highly contested and divisive concept. While there is little concrete information on the exact extent of accusations of parental alienation within the Irish courts, the research report found that, similar to other courts internationally, there appears to be increasing claims of parental alienation in family law proceedings. It appears to arise particularly in custody and access disputes and in cases where allegations of domestic, sexual and gender-based violence feature. Despite the highly contested nature of the concept, there was consensus in the public consultation that the means to address parental alienation lie in improvements to the Irish family courts and family justice system. Reflecting this, the policy paper puts forward six recommendations to address the issue of parental alienation, which are also linked to actions in the Family Justice Strategy. They centre on progressing elements of family justice reform, building the system’s capacity to adequately hear the voice of children, and improve the knowledge, skills and experience of all those involved in order to make the best determinations in relation to each case on its own merits. This is especially important in high-conflict cases, in which allegations of parental alienation can often arise. Ensuring that children’s voices are heard and their best interests given paramount consideration are not just critical aspects of family law, they are constitutional requirements. One of the recommendations in the Parental Alienation Policy Paper was to undertake a review of expert reports in family law, this was also committed to in the Family Justice Strategy 2022-2025. Further to this, the Programme for Government commits to ensuring proper regulation and funding for Voice of the Child and Welfare Reports, giving children a voice in legal proceedings that affect them. On 13 June 2024, my Department published a wide-ranging review of the role of expert reports in the family law process. The Review sets out 20 ambitious recommendations for reform, the implementation of which will, amongst other things, promote consistency and common standards in hearing the voice of the child and safeguarding their best interests. The Review recognises the concerns around regulation and cost and puts forward several recommendations to address them including: • produce guidelines on the commissioning, content and use of expert welfare reports; • develop a voice of the child report template and guidelines and pilot the role of Children’s Court Advocate; • develop cost controls for expert reports and review the fees specified for Voice of the Child reports in the Guardianship of Infants Act 1964 (Child’s Views Experts) Regulations 2018; and, • establish a panel of assessors with a structure to oversee its management. Significant progress has been made in advancing these recommendations: On 16 April 2026, Judicial Guidelines on the Commissioning, Preparation, Content and Usage of Expert Reports in Family Law Proceedings were published. A cross-jurisdictional committee of Judges chaired by Ms Justice Nuala Jackson prepared the guidelines. These guidelines are intended to promote consistency and best practice in the use of welfare reports in private family law proceedings in Ireland. They clarify the role and duties of an expert, the process of compiling a report and what a report should contain, releasing reports to the parties and the complaints mechanism, among other things. In October 2024, my Department established a Voice of the Child Working Group with membership comprising both statutory and voluntary stakeholders in the family justice system. The group was set up in line with the commitment in Goal One of the Family Justice Strategy, that of “supporting children”. The group is taking forward some of the recommendations in the Review of Expert Reports, including the development of a Voice of the Child report template and guidelines and the development of the Children’s Court Advocate Pilot Project. The aim of the Voice of the Child Report Template and Guidelines is to ensure consistency of approach by experts in supporting children to have their voices heard. The Working Group has made significant progress on drafting the template and guidelines and they are expected to be published in the coming months. The Children’s Court Advocate Pilot Project will be established in two locations, Waterford and Clonmel in the coming months. The pilot will test a new way of hearing the voice of children in private family law cases and will provide regulation of assessors and consistency of practice. It will be a free service for children and their families. Running alongside the Pilot Project will be a comprehensive evaluation to assess its effectiveness in achieving its aim of improving how the voice of the child is heard and considered in private family law proceedings. Officials in my Department are currently undertaking a preliminary scoping exercise to progress work on cost controls and establishing a panel of family law assessors. The panel will address a number of issues identified in the Review of the Role of Expert Reports in the Family Law Process, including lack of regulation of experts and lack of adequate training or accreditation. Once fully implemented, the recommendations in the Review of Expert Reports will improve the quality of expert reports in family law proceedings, standardising practises relating to how they are developed in situations where they are required.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-04-28/writtens/mul@/dbsect_594.xml,,,,
WPQG079,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/dbsect_685,2026-05-06,Health,ministerial_reply_present,False,True,0,Health Service Executive,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/mul@/dbsect_685.xml,,,,
WPQG080,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/dbsect_698,2026-05-06,Health,ministerial_reply_present,False,True,0,Departmental Data,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/mul@/dbsect_698.xml,,,,
WPQG081,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/dbsect_848,2026-05-06,Health,ministerial_reply_present,False,True,0,Departmental Data,"Minister for Health As this is a service matter, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-06/writtens/mul@/dbsect_848.xml,,,,
WPQG082,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/dbsect_191,2026-05-12,Transport,ministerial_reply_present,True,True,0,Traffic Management,"Minister for Transport As Minister for Transport, I have responsibility for overall policy and exchequer funding in relation to the National Roads Programme. Under the Roads Acts 1993-2015 and in line with the National Development Plan (NDP), the operation and management of individual national roads is a matter for Transport Infrastructure Ireland (TII), in conjunction with the local authorities concerned. This is also subject to the Infrastructure Guidelines and the necessary statutory approvals. In this context, TII is best placed to advise you in relation to the N72 and N20 in Mallow town. Noting the above position, I have referred your question to TII for a direct reply. Please advise my private office if you do not receive a reply within 10 working days. The consideration of traffic management options on regional and local roads is a matter for Cork County Council as the statutory road authority for its area.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/mul@/dbsect_191.xml,,,,
WPQG083,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/dbsect_337,2026-05-12,Enterprise,unresolved_structure,False,False,0,Departmental Bodies,,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/mul@/dbsect_337.xml,,,,
WPQG084,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/dbsect_697,2026-05-12,Children,ministerial_reply_present,False,False,0,Childcare Services,"Minister for Children, Disability and Equality When first introduced in 2022, Core Funding had an annual allocation of €259 million, of which €210.8 million was entirely new funding to the sector. That annual allocation has increased each year since and exceeds €390 million for year 4 of the Scheme, which started in September. This represents an increase of over 50% in Core Funding in three years. The allocation for Core Funding for year 5 of the Scheme will increase again - by 23% to over €480 million. This will support a range of important priorities, including maintaining fees at 2021 levels in Year 5, supporting further improvements in pay to staff, and supporting services in adhering to fee management conditions – ensuring affordability for families and sustainability and stability for staff. Uptake of Core Funding remains strong. As of 4 May 2026, there were 4,633 services signed up to the fourth year of Core Funding which represents 93% uptake by eligible services. This is the highest number of Partner Services in Core Funding at any point since the scheme was launched in 2022. I am encouraged by this rate of participation; it shows the vast majority of families will continue to benefit from the scheme’s fee management conditions. I am aware that a small number of services have regrettably chosen to withdraw from Core Funding. The State is providing Core Funding to promote the interests of children and their families and workers in a privately delivered sector. The Department, through the local Childcare Committees (CCCs), engages directly with any such service to highlight the benefits of staying in Core Funding, not only for their service but also for the families who avail of them. I remain hopeful that these providers may reconsider their decision. Core Funding is a supply-side grant to early learning and childcare providers towards their operating costs. It is designed to promote affordability for parents and sustainability for providers through increased funding to the sector, paid on a consistent and equitable basis. As Core Funding is an optional scheme, providers have the autonomy to withdraw from or choose not to participate in the scheme. Participation in Core Funding is optional, but it remains open to all Tulsa-registered providers, subject to their agreement to the terms and conditions of the Core Funding Agreement. It is a matter for providers to decide whether they wish to sign up to Core Funding and benefit from the significant financial supports it offers to providers and the certainty it gives to parents through the associated fee management measures. The Department has a list of all Core Funding Partner Services which is updated regularly on the Department’s website under How to Find a Partner Service. Regardless of whether the early learning and childcare service which their child attends is participating in Core Funding, both the Early Childhood Care and Education (ECCE) programme and the National Childcare Scheme (NCS) are currently available to parents. The Local Childcare Committee can provide contact information for parents should they need help to secure alternative places. Parents/guardians can also use the following website to find Core Funding Partner Services in their area at https://www.ncs.gov.ie/en/childcare-search/ The National Childcare Scheme (NCS) provides financial support to help parents reduce the cost of early learning and childcare in the form of a subsidy paid directly to the childcare provider. Subsidies are available for children aged between 24 weeks and 15 years of age. The minimum rate available to all families in Ireland is €2.14 per hour, which is available for up to 45 weekly hours. Depending on the child's age and the family's income, an additional income assessed subsidy may be available to provide additional support. Effective September 2026, the NCS income thresholds will increase significantly, expanding eligibility for subsidies. The lower income threshold rises to €34,000 (from €26,000), allowing more families to access maximum subsidies, while the upper threshold increases to €68,000 (from €60,000). This also means that most families currently receiving an income assessed award will see an increase in their subsidy due to positive tapering effects. All Tusla registered providers are eligible to offer the National Childcare Scheme and avail of the supports the subsidy provides. Services are eligible for the same NCS supports irrespective of if they are a Partner Service with Core Funding or not.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-12/writtens/mul@/dbsect_697.xml,,,,
WPQG085,https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/dbsect_454,2026-05-14,Health,ministerial_reply_present,True,True,0,National Treatment Purchase Fund,"Minister for Health I propose to take Questions Nos. 567 to 575, inclusive, 577 and 579 to 581, inclusive, together. As this is a service matter, I have asked the Health Service Executive to respond to the Deputy directly, as soon as possible.",https://data.oireachtas.ie/akn/ie/debateRecord/dail/2026-05-14/writtens/mul@/dbsect_454.xml,,,,
